condition,task,stim_file,type,shape,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,text2.started,text2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_2.started,text_2.stopped,image_2.started,image_2.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,key_resp_3.rt,text_6.started,text_6.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_4.started,text_4.stopped,image_3.started,image_3.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
salient,,nonstrv4.png,nonst,rectangle,,,,,,,,,0,9,9,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.19573879393283,214.19840570597444,214.1817763359286,216.18708983401302,216.18708983401302,None,right,0.8217050720704719,216.18708983401302,None,4,001,2021_Dec_01_1426,psychophysics_project,2021.2.3,59.81416098635664,
nonsalient,,1go4.png,st,rectangle,,,,,,,,,0,10,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.05580967396963,218.05856608098838,218.04182590392884,220.04717395396437,220.0305476739304,None,right,1.0164738700259477,220.0305476739304,None,4,001,2021_Dec_01_1426,psychophysics_project,2021.2.3,59.81416098635664,
nonsalient,,nonstc4.png,nonst,circle,,,,,,,,,0,11,11,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.08341381396167,222.08615352399647,222.0695166689111,224.07477978093084,224.07477978093084,None,right,1.6290154529269785,224.07477978093084,None,4,001,2021_Dec_01_1426,psychophysics_project,2021.2.3,59.81416098635664,
salient,,1gov3.png,st,rectangle,,,,,,,,,0,12,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.74580257898197,226.7484235590091,226.7149925759295,228.72033004893456,228.72033004893456,None,right,0.913939579972066,228.72033004893456,None,4,001,2021_Dec_01_1426,psychophysics_project,2021.2.3,59.81416098635664,
salient,,nonstrv.png,nonst,rectangle,,,,,,,,,0,13,13,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.67297748394776,230.67576609400567,230.659080456011,232.66449558595195,232.64757866598666,None,left,0.8228671019896865,232.64757866598666,None,4,001,2021_Dec_01_1426,psychophysics_project,2021.2.3,59.81416098635664,
nonsalient,,1nogo4.png,st,circle,,,,,,,,,0,14,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.51671180396806,234.5192645889474,234.4860773239052,236.49137726100162,236.49137726100162,None,right,0.4701787650119513,236.49137726100162,None,4,001,2021_Dec_01_1426,psychophysics_project,2021.2.3,59.81416098635664,
nonsalient,,nonstc1.png,nonst,circle,,,,,,,,,0,15,15,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.00927834399045,238.01188521599397,237.99527407891583,240.0006377659738,239.98397890396882,None,left,0.7583591069560498,239.98397890396882,None,4,001,2021_Dec_01_1426,psychophysics_project,2021.2.3,59.81416098635664,
nonsalient,,nonstc3.png,nonst,circle,,,,,,,,,0,16,16,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.7860159309348,241.7886760889087,241.75523080397397,243.76073133095633,243.76073133095633,None,left,0.5904487519292161,243.76073133095633,None,4,001,2021_Dec_01_1426,psychophysics_project,2021.2.3,59.81416098635664,
nonsalient,,1nogo3.png,st,circle,,,,,,,,,0,17,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.39575172099285,245.39852862094995,245.38156198896468,247.38695549895056,247.37024084595032,None,left,1.358270230004564,247.37024084595032,None,4,001,2021_Dec_01_1426,psychophysics_project,2021.2.3,59.81416098635664,
salient,,nonstcv2.png,nonst,circle,,,,,,,,,0,18,18,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.77408072096296,249.77668023097795,249.76000454393215,251.7655551789794,251.7487368809525,None,left,0.5822023899527267,251.7487368809525,None,4,001,2021_Dec_01_1426,psychophysics_project,2021.2.3,59.81416098635664,
nonsalient,,1nogo1.png,st,circle,,,,,,,,,0,19,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.36693684093188,253.36961408390198,253.35303918097634,255.3582502459176,255.3582502459176,None,right,0.4274825119646266,255.3582502459176,None,4,001,2021_Dec_01_1426,psychophysics_project,2021.2.3,59.81416098635664,
salient,,1gov1.png,st,rectangle,,,,,,,,,0,20,20,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.82630931399763,256.82888964097947,256.7954016189324,258.8007748189848,258.8007748189848,None,right,0.373718572081998,258.8007748189848,None,4,001,2021_Dec_01_1426,psychophysics_project,2021.2.3,59.81416098635664,
salient,,1nogov4.png,st,circle,,,,,,,,,0,21,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.2186233859975,260.2212442839518,260.18794763600454,262.19161158194765,262.19161158194765,None,right,0.26875799510162324,262.19161158194765,None,4,001,2021_Dec_01_1426,psychophysics_project,2021.2.3,59.81416098635664,
salient,,nonstrv2.png,nonst,rectangle,,,,,,,,,0,22,22,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.4940210109344,263.49662630597595,263.4801798739936,265.48545697599184,265.48545697599184,None,left,0.2646552399965003,265.48545697599184,None,4,001,2021_Dec_01_1426,psychophysics_project,2021.2.3,59.81416098635664,
salient,,1nogov1.png,st,circle,,,,,,,,,0,23,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.78620827093255,266.78873333893716,266.7720239639748,268.77758270397317,268.77758270397317,None,left,0.2824408969609067,268.77758270397317,None,4,001,2021_Dec_01_1426,psychophysics_project,2021.2.3,59.81416098635664,
