condition,task,stim_file,type,shape,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,text2.started,text2.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,key_resp_2.rt,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_2.started,text_2.stopped,image_2.started,image_2.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,key_resp_3.rt,text_6.started,text_6.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_4.started,text_4.stopped,image_3.started,image_3.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
salient,nogo,2nogov.png,,,,,,,0,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,,144.47218737495132,145.47498132300097,145.45807347493246,147.46371408295818,None,145.45807347493246,None,,,,,,,,,,,,,,,,,,8,001,2021_Dec_01_1947,psychophysics_project,2021.2.3,59.784642413582766,
nonsalient,nogo,2nogo1.png,,,,,,,0,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,148.46610117796808,149.46896291989833,149.4522466500057,151.45744358794764,None,149.4522466500057,None,,,,,,,,,,,,,,,,,,8,001,2021_Dec_01_1947,psychophysics_project,2021.2.3,59.784642413582766,
salient,nogo,2nogov4.png,,,,,,,0,3,3,19,,,,,,,,,,,,,,,,,,,,,,,,,152.47709979792126,153.47960222989786,153.46280907001346,155.468318022904,None,153.46280907001346,None,,,,,,,,,,,,,,,,,,8,001,2021_Dec_01_1947,psychophysics_project,2021.2.3,59.784642413582766,
nonsalient,nogo,2nogo3.png,,,,,,,0,4,4,13,,,,,,,,,,,,,,,,,,,,,,,,,156.47079180495348,157.4733890229836,157.45709733793046,159.46226320799906,None,157.45709733793046,None,,,,,,,,,,,,,,,,,,8,001,2021_Dec_01_1947,psychophysics_project,2021.2.3,59.784642413582766,
nonsalient,go,2go.png,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,160.46470631298143,161.4675527929794,161.4508263450116,None,space,161.4508263450116,None,0.5015208020340651,,,,,,,,,,,,,,,,,8,001,2021_Dec_01_1947,psychophysics_project,2021.2.3,59.784642413582766,
nonsalient,go,2go1.png,,,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,162.01904720789753,163.02158996998332,162.98825848498382,None,space,162.98825848498382,None,0.44082208001054823,,,,,,,,,,,,,,,,,8,001,2021_Dec_01_1947,psychophysics_project,2021.2.3,59.784642413582766,
nonsalient,nogo,2nogo2.png,,,,,,,0,7,7,12,,,,,,,,,,,,,,,,,,,,,,,,,163.47304794797674,164.47556150495075,164.44211230799556,166.44750205997843,None,164.44211230799556,None,,,,,,,,,,,,,,,,,,8,001,2021_Dec_01_1947,psychophysics_project,2021.2.3,59.784642413582766,
salient,go,2gov1.png,,,,,,,0,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,167.4667445499217,168.4696092529921,168.45290771790314,None,space,168.45290771790314,167.4667445499217,0.40466810995712876,,,,,,,,,,,,,,,,,8,001,2021_Dec_01_1947,psychophysics_project,2021.2.3,59.784642413582766,
nonsalient,go,2go2.png,,,,,,,0,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,168.9042093999451,169.90701272292063,169.8734098249115,None,space,169.8734098249115,None,0.4471803449559957,,,,,,,,,,,,,,,,,8,001,2021_Dec_01_1947,psychophysics_project,2021.2.3,59.784642413582766,
salient,go,2gov.png,,,,,,,0,10,10,5,,,,,,,,,,,,,,,,,,,,,,,,,170.35820924292784,171.35977167391684,171.3272548679961,None,space,171.3272548679961,None,0.41433744004461914,,,,,,,,,,,,,,,,,8,001,2021_Dec_01_1947,psychophysics_project,2021.2.3,59.784642413582766,
nonsalient,go,2go4.png,,,,,,,0,11,11,4,,,,,,,,,,,,,,,,,,,,,,,,,171.77851895301137,172.78107638994697,172.7478552549146,None,space,172.7478552549146,None,0.3907120149815455,,,,,,,,,,,,,,,,,8,001,2021_Dec_01_1947,psychophysics_project,2021.2.3,59.784642413582766,
nonsalient,nogo,2nogo4.png,,,,,,,0,12,12,14,,,,,,,,,,,,,,,,,,,,,,,,,173.18210867792368,174.18497732491232,174.1681977349799,176.17347103299107,None,174.1681977349799,None,,,,,,,,,,,,,,,,,,8,001,2021_Dec_01_1947,psychophysics_project,2021.2.3,59.784642413582766,
nonsalient,go,2go3.png,,,,,,,0,13,13,3,,,,,,,,,,,,,,,,,,,,,,,,,177.19268784299493,178.1956822948996,178.1789803300053,None,space,178.1789803300053,177.19268784299493,0.4967851850669831,,,,,,,,,,,,,,,,,8,001,2021_Dec_01_1947,psychophysics_project,2021.2.3,59.784642413582766,
salient,nogo,2nogov3.png,,,,,,,0,14,14,18,,,,,,,,,,,,,,,,,,,,,,,,,178.71363104798365,179.7165353029268,179.69954419799615,181.70502969494555,None,179.69954419799615,None,,,,,,,,,,,,,,,,,,8,001,2021_Dec_01_1947,psychophysics_project,2021.2.3,59.784642413582766,
salient,go,2gov3.png,,,,,,,0,15,15,8,,,,,,,,,,,,,,,,,,,,,,,,,182.72419290500693,183.72694870294072,183.71027192496695,None,space,183.71027192496695,182.72419290500693,0.5404622869100422,,,,,,,,,,,,,,,,,8,001,2021_Dec_01_1947,psychophysics_project,2021.2.3,59.784642413582766,
salient,go,2gov4.png,,,,,,,0,16,16,9,,,,,,,,,,,,,,,,,,,,,,,,,184.2953287200071,185.29797778499778,185.28113592998125,None,space,185.28113592998125,None,0.4131795099237934,,,,,,,,,,,,,,,,,8,001,2021_Dec_01_1947,psychophysics_project,2021.2.3,59.784642413582766,
