condition,task,stim_file,type,shape,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,text2.started,text2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_2.started,text_2.stopped,image_2.started,image_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_6.started,text_6.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_4.started,text_4.stopped,image_3.started,image_3.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
salient,go,2gov1.png,,,,,,,0,12,12,6,,,,,,,,,,,,,,,,,,,,,,,,,134.89102673705202,135.89365334203467,135.8769275470404,None,space,0.4350016270764172,135.8769275470404,134.89102673705202,,,,,,,,,,,,,,,,,6,001,2021_Dec_01_1443,psychophysics_project,2021.2.3,59.775076573534754,
nonsalient,nogo,2nogo1.png,,,,,,,0,13,13,11,,,,,,,,,,,,,,,,,,,,,,,,,136.36147665209137,137.36410910007544,137.3476296350127,139.35313360008877,None,,137.3476296350127,None,,,,,,,,,,,,,,,,,6,001,2021_Dec_01_1443,psychophysics_project,2021.2.3,59.775076573534754,
nonsalient,go,2go.png,,,,,,,0,14,14,0,,,,,,,,,,,,,,,,,,,,,,,,,140.37145376810804,141.3749347400153,141.35827913705725,None,space,0.36334097501821816,141.35827913705725,140.37145376810804,,,,,,,,,,,,,,,,,6,001,2021_Dec_01_1443,psychophysics_project,2021.2.3,59.775076573534754,
salient,nogo,2nogov4.png,,,,,,,0,15,15,19,,,,,,,,,,,,,,,,,,,,,,,,,141.75960166705772,142.7621182820294,142.74529120710213,144.7507054900052,None,,142.74529120710213,None,,,,,,,,,,,,,,,,,6,001,2021_Dec_01_1443,psychophysics_project,2021.2.3,59.775076573534754,
salient,nogo,2nogov1.png,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,145.77016793505754,146.77261828503106,146.7559727920452,148.76132729207166,None,,146.7559727920452,145.77016793505754,,,,,,,,,,,,,,,,,6,001,2021_Dec_01_1443,psychophysics_project,2021.2.3,59.775076573534754,
salient,go,2gov.png,,,,,,,0,17,17,5,,,,,,,,,,,,,,,,,,,,,,,,,149.78072417201474,150.78337974008173,150.7666742100846,None,space,0.42470310197677463,150.7666742100846,149.78072417201474,,,,,,,,,,,,,,,,,6,001,2021_Dec_01_1443,psychophysics_project,2021.2.3,59.775076573534754,
salient,nogo,2nogov3.png,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,151.23446993005928,152.23739651509095,152.22078313701786,154.22614959499333,None,,152.22078313701786,None,,,,,,,,,,,,,,,,,6,001,2021_Dec_01_1443,psychophysics_project,2021.2.3,59.775076573534754,
salient,go,2gov4.png,,,,,,,0,19,19,9,,,,,,,,,,,,,,,,,,,,,,,,,155.24546036007814,156.24777663999703,156.23141291702632,None,space,0.31313879997469485,156.23141291702632,155.24546036007814,,,,,,,,,,,,,,,,,6,001,2021_Dec_01_1443,psychophysics_project,2021.2.3,59.775076573534754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.5655307720881,None,space,20.175150595023297,156.5655307720881,None,,,,,,,,,,,6,001,2021_Dec_01_1443,psychophysics_project,2021.2.3,59.775076573534754,
nonsalient,,nonstr.png,nonst,rectangle,,,,,,,,,0,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.80297381209675,177.80560247204266,177.7722878200002,179.77774522500113,179.77774522500113,None,right,2.009261177969165,179.77774522500113,None,6,001,2021_Dec_01_1443,psychophysics_project,2021.2.3,59.775076573534754,
nonsalient,,nonstc3.png,nonst,circle,,,,,,,,,0,1,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.83306944707874,182.83582768507767,182.81908103008755,184.82424383005127,184.80781532509718,None,right,1.030619732919149,184.80781532509718,None,6,001,2021_Dec_01_1443,psychophysics_project,2021.2.3,59.775076573534754,
salient,,nonstrv.png,nonst,rectangle,,,,,,,,,0,2,2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.8771302870009,186.87979138002265,186.86323434207588,188.86852032202296,188.85166799207218,None,left,0.5425913149956614,188.85166799207218,None,6,001,2021_Dec_01_1443,psychophysics_project,2021.2.3,59.775076573534754,
salient,,1gov1.png,st,rectangle,,,,,,,,,0,3,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.43681775708683,190.43940238503274,190.40594326204155,192.41125615208875,192.41125615208875,None,right,0.49476522696204484,192.41125615208875,None,6,001,2021_Dec_01_1443,psychophysics_project,2021.2.3,59.775076573534754,
salient,,nonstcv4.png,nonst,circle,,,,,,,,,0,4,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.94617279199883,193.94873846508563,193.93209081003442,195.93743990000803,195.93743990000803,None,left,0.599481911980547,195.93743990000803,None,6,001,2021_Dec_01_1443,psychophysics_project,2021.2.3,59.775076573534754,
salient,,1nogov4.png,st,circle,,,,,,,,,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.57245426008012,197.57530142006,197.55851399200037,199.56388340506237,199.56388340506237,None,right,0.4634247779613361,199.56388340506237,None,6,001,2021_Dec_01_1443,psychophysics_project,2021.2.3,59.775076573534754,
nonsalient,,nonstc1.png,nonst,circle,,,,,,,,,0,6,6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.06522238708567,201.06781567703,201.0510485750856,203.05647173000034,203.03976813005283,None,left,0.4182809729827568,203.03976813005283,None,6,001,2021_Dec_01_1443,psychophysics_project,2021.2.3,59.775076573534754,
nonsalient,,1go.png,st,rectangle,,,,,,,,,0,7,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.50764788500965,204.51027245202567,204.476871485007,206.48165186704136,206.48165186704136,None,left,0.3997478230157867,206.48165186704136,None,6,001,2021_Dec_01_1443,psychophysics_project,2021.2.3,59.775076573534754,
