condition,task,stim_file,type,shape,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,text2.started,text2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_2.started,text_2.stopped,image_2.started,image_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_6.started,text_6.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_4.started,text_4.stopped,image_3.started,image_3.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
nonsalient,go,1go3.png,,,0,10,10,3,,,,,,,,,,,,,,,67.28136702999473,None,66.29531828302424,67.297901754966,space,0.4543313899775967,67.28136702999473,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,go,1gov1.png,,,0,11,11,6,,,,,,,,,,,,,,,68.75179738295265,None,67.78268204303458,68.78527936304454,space,0.4526140580419451,68.75179738295265,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,go,1gov4.png,,,0,12,12,9,,,,,,,,,,,,,,,70.22241369797848,None,69.25331510801334,70.25576993997674,space,0.38993204990401864,70.22241369797848,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,nogo,1nogov2.png,,,0,13,13,17,,,,,,,,,,,,,,,71.626390159945,73.63174682797398,70.65547409595456,71.65955629304517,None,,71.626390159945,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,go,1gov2.png,,,0,14,14,7,,,,,,,,,,,,,,,75.6201354030054,None,74.65094382304233,75.65369980002288,space,0.3982118769781664,75.6201354030054,74.65094382304233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,nogo,1nogov1.png,,,0,15,15,16,,,,,,,,,,,,,,,77.04064949997701,79.0459598529851,76.0546505600214,77.05750991299283,None,,77.04064949997701,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,go,1gov3.png,,,0,16,16,8,,,,,,,,,,,,,,,81.03463547502179,None,80.06533473497257,81.06828825303819,space,0.5130139099201187,81.03463547502179,80.06533473497257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,nogo,1nogov.png,,,0,17,17,15,,,,,,,,,,,,,,,82.57224428304471,84.57755556504708,81.58627684996463,82.58877699496225,None,,82.57224428304471,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,nogo,1nogov3.png,,,0,18,18,18,,,,,,,,,,,,,,,86.58273842500057,88.58837161504198,85.59675118501764,86.59955766797066,None,,86.58273842500057,85.59675118501764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,nogo,1nogo3.png,,,0,19,19,13,,,,,,,,,,,,,,,90.57677191996481,92.58212338504381,89.60749033303,90.61003170302138,None,,90.57677191996481,89.60749033303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.58504005800933,None,space,7.394187279976904,93.58504005800933,None,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,go,2go3.png,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,101.03822694299743,102.04086168494541,102.02401933295187,None,space,0.4305085870437324,102.02401933295187,None,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,nogo,2nogov1.png,,,,,,,0,1,1,16,,,,,,,,,,,,,,,,,,,,,,,,,102.49199119303375,103.49466704495717,103.47815875301603,105.48340761801228,None,,103.47815875301603,None,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,go,2gov3.png,,,,,,,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,106.50278374995105,107.50534742802847,107.48860248294659,None,space,0.47481325699482113,107.48860248294659,106.50278374995105,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,nogo,2nogo3.png,,,,,,,0,3,3,13,,,,,,,,,,,,,,,,,,,,,,,,,108.0065637229709,109.00931094994303,108.99259289796464,110.99807760294061,None,,108.99259289796464,None,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,go,2gov2.png,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,112.01748327794485,113.02009433298372,113.00333256996237,None,space,0.4458057520678267,113.00333256996237,112.01748327794485,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,go,2go4.png,,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,113.4879911680473,114.49064982798882,114.47389065800235,None,space,0.5327642370248213,114.47389065800235,None,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,nogo,2nogo1.png,,,,,,,0,6,6,11,,,,,,,,,,,,,,,,,,,,,,,,,115.04221069801133,116.04493291303515,116.02808567497414,118.03357674297877,None,,116.02808567497414,None,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,go,2gov4.png,,,,,,,0,7,7,9,,,,,,,,,,,,,,,,,,,,,,,,,119.05285000498407,120.05564754793886,120.03891057299916,None,space,0.5049222050001845,120.03891057299916,119.05285000498407,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,go,2go.png,,,,,,,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,120.59030550299212,121.5930108249886,121.57633885496762,None,space,0.3748063800157979,121.57633885496762,None,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,go,2gov.png,,,,,,,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,121.99409514304716,122.9967495430028,122.97994937002659,None,space,0.40198414702899754,122.97994937002659,None,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,nogo,2nogo4.png,,,,,,,0,10,10,14,,,,,,,,,,,,,,,,,,,,,,,,,123.43133310799021,124.43387214804534,124.40059792296961,126.40582700795494,None,,124.40059792296961,None,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,nogo,2nogo2.png,,,,,,,0,11,11,12,,,,,,,,,,,,,,,,,,,,,,,,,127.42521068302449,128.42801605002023,128.39447946299333,130.39977014798205,None,,128.39447946299333,127.42521068302449,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,nogo,2nogov2.png,,,,,,,0,12,12,17,,,,,,,,,,,,,,,,,,,,,,,,,131.41930310800672,132.42172582796775,132.40510930796154,134.4106466230005,None,,132.40510930796154,131.41930310800672,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,nogo,2nogov.png,,,,,,,0,13,13,15,,,,,,,,,,,,,,,,,,,,,,,,,135.42996303294785,136.43269925296772,136.41598404501565,138.4212126180064,None,,136.41598404501565,135.42996303294785,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,nogo,2nogo.png,,,,,,,0,14,14,10,,,,,,,,,,,,,,,,,,,,,,,,,139.44065053295344,140.44349094794597,140.40984218299855,142.41536904801615,None,,140.40984218299855,139.44065053295344,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,nogo,2nogov4.png,,,,,,,0,15,15,19,,,,,,,,,,,,,,,,,,,,,,,,,143.43478943500668,144.43737303302623,144.42060284304898,146.425969599979,None,,144.42060284304898,143.43478943500668,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,go,2go2.png,,,,,,,0,16,16,2,,,,,,,,,,,,,,,,,,,,,,,,,147.4452805829933,148.44796123798005,148.41463688993827,None,space,0.4369795749662444,148.41463688993827,147.4452805829933,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,nogo,2nogov3.png,,,,,,,0,17,17,18,,,,,,,,,,,,,,,,,,,,,,,,,148.89806516095996,149.90195215295535,149.8851724580163,151.8905842830427,None,,149.8851724580163,None,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,go,2gov1.png,,,,,,,0,18,18,6,,,,,,,,,,,,,,,,,,,,,,,,,152.9100295980461,153.9125430600252,153.89604463800788,None,space,0.47591834503691643,153.89604463800788,152.9100295980461,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,go,2go1.png,,,,,,,0,19,19,1,,,,,,,,,,,,,,,,,,,,,,,,,154.4139139680192,155.41673615993932,155.39996273303404,None,space,0.35488429199904203,155.39996273303404,None,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.78366846800782,None,space,14.508464765036479,155.78366846800782,None,,,,,,,,,,,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,,1nogov.png,st,circle,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.3568236179417,171.3592289299704,171.34262748993933,173.34809889295138,173.3310075829504,None,left,3.3935809100512415,173.3310075829504,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,,1nogov4.png,st,circle,,,,,,,,,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.77312028000597,177.776220662985,177.759609722998,179.76512012002058,179.74773513304535,None,right,1.7480667050695047,179.74773513304535,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,,nonstcv1.png,nonst,circle,,,,,,,,,0,2,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.53648556303233,182.53909599303734,182.52234512299765,184.52767358801793,184.52767358801793,None,left,1.3067820980213583,184.52767358801793,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,,nonstr4.png,nonst,rectangle,,,,,,,,,0,3,3,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.88142915302888,186.8841952730436,186.86734880297445,188.8727356629679,188.85602630802896,None,left,0.9463509380584583,188.85602630802896,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,,nonstr3.png,nonst,rectangle,,,,,,,,,0,4,4,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.8419049930526,190.8447199530201,190.82790539297275,192.8331850579707,192.816496370011,None,right,0.6045623429818079,192.816496370011,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,,1go.png,st,rectangle,,,,,,,,,0,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.46854071994312,194.47101929795463,194.43759570794646,196.44283176003955,196.44283176003955,None,right,0.7528046079678461,196.44283176003955,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,,1go2.png,st,rectangle,,,,,,,,,0,6,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.24505390494596,198.24781110300682,198.21427615801804,200.21961299004033,200.21961299004033,None,right,2.403490434982814,200.21961299004033,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,,nonstcv2.png,nonst,circle,,,,,,,,,0,7,7,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.65950346295722,203.66236294002738,203.64544524496887,205.65080450999085,205.65080450999085,None,left,0.48136980494018644,205.65080450999085,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,,nonstr2.png,nonst,rectangle,,,,,,,,,0,8,8,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.16882598004304,207.17153746297117,207.15474694303703,209.1602922580205,209.14343796798494,None,left,0.31801403500139713,209.14343796798494,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,,1gov2.png,st,rectangle,,,,,,,,,0,9,9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.5113792399643,210.51375729497522,210.48048623802606,212.4856946800137,212.4856946800137,None,left,0.39632078004069626,212.4856946800137,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,,nonstrv1.png,nonst,rectangle,,,,,,,,,0,10,10,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.92021244799253,213.92311695497483,213.90631753997877,215.91146267496515,215.89487824297976,None,left,0.5477442899718881,215.89487824297976,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,,nonstrv.png,nonst,rectangle,,,,,,,,,0,11,11,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.47988001804333,217.48238557798322,217.4657941230107,219.47108435304835,219.47108435304835,None,left,0.38837843702640384,219.47108435304835,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,,1nogo1.png,st,circle,,,,,,,,,0,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.9056918079732,220.90818302996922,220.8916649329476,222.8968655449571,222.88011094299145,None,right,0.47979168000165373,222.88011094299145,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,,1nogov2.png,st,circle,,,,,,,,,0,13,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.39817192300688,224.40092054998968,224.38415683293715,226.38972954801284,226.37301802798174,None,right,0.27662528003565967,226.37301802798174,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,,1gov3.png,st,rectangle,,,,,,,,,0,14,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.6901501530083,227.69312114303466,227.65810360293835,229.66493606800213,229.66493606800213,None,left,0.3953602199908346,229.66493606800213,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,,nonstcv4.png,nonst,circle,,,,,,,,,0,15,15,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.09964320494328,231.10224800300784,231.08555226004682,233.09086256299634,233.07412162295077,None,left,0.45001388993114233,233.07412162295077,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,,nonstrv2.png,nonst,rectangle,,,,,,,,,0,16,16,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.5586666429881,234.56148206000216,234.54468950501177,236.54980212496594,236.54980212496594,None,right,1.2999605620279908,236.54980212496594,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,,1nogo2.png,st,circle,,,,,,,,,0,17,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.88695226295386,238.8896895230282,238.87299562001135,240.87829154997598,240.87829154997598,None,left,0.6932414000621065,240.87829154997598,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,,nonstrv3.png,nonst,rectangle,,,,,,,,,0,18,18,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.61360432801303,242.61631747498177,242.599539799965,244.6049384380458,244.6049384380458,None,left,0.7774086500285193,244.6049384380458,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,,1gov1.png,st,rectangle,,,,,,,,,0,19,19,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.4236883049598,246.4262666129507,246.40965004300233,248.41503525304142,248.41503525304142,None,right,3.0168189029209316,248.41503525304142,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,,1nogov3.png,st,circle,,,,,,,,,0,20,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.47326272004284,252.4759436029708,252.45912758994382,254.46465523296501,254.46465523296501,None,None,,254.46465523296501,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,,nonstr1.png,nonst,rectangle,,,,,,,,,0,21,21,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.49218954797834,259.49458353500813,259.46116079296917,261.4665224329801,261.4665224329801,258.49218954797834,left,0.5329708099598065,261.4665224329801,258.49218954797834,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,,nonstc3.png,nonst,circle,,,,,,,,,0,22,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.03472791495733,263.03754130995367,263.0207557330141,265.02600807801355,265.02600807801355,None,left,0.4422428049147129,265.02600807801355,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,,1nogov1.png,st,circle,,,,,,,,,0,23,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.5107594600413,266.51346934994217,266.49674689001404,268.50196923001204,268.50196923001204,None,left,0.49607301491778344,268.50196923001204,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,,nonstcv.png,nonst,circle,,,,,,,,,0,24,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0367546950001,270.03939463500865,270.0227790949866,272.02805974998046,272.02805974998046,None,right,0.2846139579778537,272.02805974998046,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,,1nogo3.png,st,circle,,,,,,,,,0,25,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.3624338830123,273.3649534849683,273.3483335280325,275.3535285399994,275.3535285399994,None,left,0.6889869449660182,275.3535285399994,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,,nonstrv4.png,nonst,rectangle,,,,,,,,,0,26,26,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.08886314800475,277.09159050299786,277.0747884029988,279.08013165497687,279.0631244230317,None,left,0.5123932930873707,279.0631244230317,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,,1gov.png,st,rectangle,,,,,,,,,0,27,27,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.61511293496005,280.61771008500364,280.6010118329432,282.6063635649625,282.6063635649625,None,right,0.6182728119893,282.6063635649625,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,,nonstc1.png,nonst,circle,,,,,,,,,0,28,28,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.2580582399387,284.26094271300826,284.2440148879541,286.249351877952,286.249351877952,None,left,2.2403254749951884,286.249351877952,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,,1nogo4.png,st,circle,,,,,,,,,0,29,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.5387270930223,289.54140421003103,289.50808839302044,291.51349749497604,291.51349749497604,None,right,0.6337766519282013,291.51349749497604,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,,1go4.png,st,rectangle,,,,,,,,,0,30,30,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.1819052930223,293.18447146494873,293.1680484879762,295.1733076799428,295.1733076799428,None,right,1.281339208013378,295.1733076799428,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,,1go1.png,st,rectangle,,,,,,,,,0,31,31,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.4934583429713,297.49630223494023,297.4794480629498,299.48485365801025,299.4679835230345,None,right,0.546931695076637,299.4679835230345,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,,nonstc2.png,nonst,circle,,,,,,,,,0,32,32,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.05295628798194,301.05573588295374,301.03888162993826,303.04427735798527,303.027514914982,None,right,0.5163936500903219,303.027514914982,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
salient,,nonstcv3.png,nonst,circle,,,,,,,,,0,33,33,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.57924018998165,304.5816083980026,304.5650698300451,306.5706941350363,306.5706941350363,None,left,0.5307980499928817,306.5706941350363,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,,nonstc4.png,nonst,circle,,,,,,,,,0,34,34,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.13852754305117,308.14123059494887,308.12457802298013,310.130012240028,310.130012240028,None,left,0.27140366204548627,310.130012240028,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
nonsalient,,1nogo.png,st,circle,,,,,,,,,0,35,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.44750947796274,311.45021853002254,311.43328647804447,313.43867243500426,313.43867243500426,None,left,1.8224263420561329,313.43867243500426,None,5,001,2021_Dec_01_1432,psychophysics_project,2021.2.3,60.23235604121339,
