condition,task,stim_file,type,shape,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,text2.started,text2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_2.started,text_2.stopped,image_2.started,image_2.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,key_resp_3.rt,text_6.started,text_6.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_4.started,text_4.stopped,image_3.started,image_3.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
nonsalient,,nonstr3.png,nonst,rectangle,,,,,,,,,0,30,30,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.7145379399881,324.71714414993767,324.70043789502233,326.7059371570358,326.6891980370274,None,right,0.3240075750509277,326.6891980370274,None,7,001,2021_Dec_01_1450,psychophysics_project,2021.2.3,59.82086106319763,
salient,,nonstcv4.png,nonst,circle,,,,,,,,,0,31,31,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.0567592550069,328.0594136000145,328.0426841370063,330.04824277199805,330.03134099196177,None,left,0.2667849150020629,330.03134099196177,None,7,001,2021_Dec_01_1450,psychophysics_project,2021.2.3,59.82086106319763,
salient,,nonstrv4.png,nonst,rectangle,,,,,,,,,0,32,32,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.3323721999768,331.3348393649794,331.3183811469935,333.32356627995614,333.32356627995614,None,left,0.3011470119236037,333.32356627995614,None,7,001,2021_Dec_01_1450,psychophysics_project,2021.2.3,59.82086106319763,
salient,,1nogov2.png,st,circle,,,,,,,,,0,33,33,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.6744147349382,334.67722012195736,334.6603928449331,336.66599446500186,336.6491625600029,None,right,0.28854328498709947,336.6491625600029,None,7,001,2021_Dec_01_1450,psychophysics_project,2021.2.3,59.82086106319763,
nonsalient,,1go4.png,st,rectangle,,,,,,,,,0,34,34,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.98327239695936,337.9861042170087,337.9692951949546,339.97465914697386,339.97465914697386,None,left,0.29075935995206237,339.97465914697386,None,7,001,2021_Dec_01_1450,psychophysics_project,2021.2.3,59.82086106319763,
nonsalient,,nonstc2.png,nonst,circle,,,,,,,,,0,35,35,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.30912216496654,341.3116017249413,341.2780127399601,343.2833970650099,343.2833970650099,None,right,0.26872842689044774,343.2833970650099,None,7,001,2021_Dec_01_1450,psychophysics_project,2021.2.3,59.82086106319763,
nonsalient,,1nogo3.png,st,circle,,,,,,,,,0,36,36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.6008160569472,344.60358898702543,344.586920851958,346.5923590869643,346.5757278900128,None,right,0.2802061450202018,346.5757278900128,None,7,001,2021_Dec_01_1450,psychophysics_project,2021.2.3,59.82086106319763,
salient,,nonstcv1.png,nonst,circle,,,,,,,,,0,37,37,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.89322997501586,347.8957381800283,347.87910260702483,349.88457451201975,349.88457451201975,None,right,0.2553400800097734,349.88457451201975,None,7,001,2021_Dec_01_1450,psychophysics_project,2021.2.3,59.82086106319763,
nonsalient,,1go.png,st,rectangle,,,,,,,,,0,38,38,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.1852218520362,351.1878560699988,351.15460419200826,353.1598573300289,353.1598573300289,None,left,0.29854428803082556,353.1598573300289,None,7,001,2021_Dec_01_1450,psychophysics_project,2021.2.3,59.82086106319763,
salient,,nonstcv2.png,nonst,circle,,,,,,,,,0,39,39,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.49401435500477,354.4969438200351,354.4801482469775,356.48544795496855,356.48544795496855,None,left,0.28223799797706306,356.48544795496855,None,7,001,2021_Dec_01_1450,psychophysics_project,2021.2.3,59.82086106319763,
