condition,task,stim_file,type,shape,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,text2.started,text2.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,key_resp_2.rt,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_2.started,text_2.stopped,image_2.started,image_2.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,key_resp_3.rt,text_6.started,text_6.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_4.started,text_4.stopped,image_3.started,image_3.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
nonsalient,go,2go.png,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,98.88890241202898,99.8917566370219,99.85820885701105,None,space,99.85820885701105,None,0.5083865720080212,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,go,2gov2.png,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,100.40944528195541,101.41230040893424,101.39580148702953,None,space,101.39580148702953,None,0.5718229899648577,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,go,2gov.png,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,102.01403319695964,103.01674298895523,102.99988851894159,None,space,102.99988851894159,None,0.500754517968744,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,go,2go2.png,,,,,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,103.5348272289848,104.53725967695937,104.52068762900308,None,space,104.52068762900308,None,0.46859946998301893,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,go,2go1.png,,,,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,105.03913902200293,106.04134929692373,106.02481810201425,None,space,106.02481810201425,None,0.36838699190411717,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,go,2gov4.png,,,,,,,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,106.44260377401952,107.445367273991,107.42841155896895,None,space,107.42841155896895,None,0.4078407170018181,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,nogo,2nogo1.png,,,,,,,0,9,9,11,,,,,,,,,,,,,,,,,,,,,,,,,107.87972491898108,108.8822839090135,108.86572224192787,110.87093038891908,None,108.86572224192787,None,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,nogo,2nogov3.png,,,,,,,0,10,10,18,,,,,,,,,,,,,,,,,,,,,,,,,111.89028662897181,112.8930072139483,112.87636127194855,114.88163871399593,None,112.87636127194855,111.89028662897181,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,go,2go3.png,,,,,,,0,11,11,3,,,,,,,,,,,,,,,,,,,,,,,,,115.90127572393976,116.90368784894235,116.88707708893344,None,space,116.88707708893344,115.90127572393976,0.6299448049394414,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,go,2gov1.png,,,,,,,0,12,12,6,,,,,,,,,,,,,,,,,,,,,,,,,117.55563353199977,118.55827254895121,118.54151662695222,None,space,118.54151662695222,None,0.562302314909175,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,nogo,2nogo.png,,,,,,,0,13,13,10,,,,,,,,,,,,,,,,,,,,,,,,,119.14309084694833,120.1458246819675,120.12902971892618,122.13435180694796,None,120.12902971892618,None,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,nogo,2nogov2.png,,,,,,,0,14,14,17,,,,,,,,,,,,,,,,,,,,,,,,,123.1538001439767,124.15642073191702,124.13980284694117,126.14523185696453,None,124.13980284694117,123.1538001439767,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,nogo,2nogov1.png,,,,,,,0,15,15,16,,,,,,,,,,,,,,,,,,,,,,,,,127.16441153397318,128.16705873701721,128.15039110195357,130.15571256901603,None,128.15039110195357,127.16441153397318,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,nogo,2nogov.png,,,,,,,0,16,16,15,,,,,,,,,,,,,,,,,,,,,,,,,131.17528658697847,132.1779692969285,132.1611295969924,134.16648192692082,None,132.1611295969924,131.17528658697847,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,nogo,2nogo4.png,,,,,,,0,17,17,14,,,,,,,,,,,,,,,,,,,,,,,,,135.18599992897362,136.18849728896748,136.1553573589772,138.16062284691725,None,136.1553573589772,135.18599992897362,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,nogo,2nogo2.png,,,,,,,0,18,18,12,,,,,,,,,,,,,,,,,,,,,,,,,139.18018504895736,140.18262952391524,140.14913146896288,142.15447351895273,None,140.14913146896288,139.18018504895736,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,go,2gov3.png,,,,,,,0,19,19,8,,,,,,,,,,,,,,,,,,,,,,,,,143.17362735397182,144.17660796199925,144.16006735700648,None,space,144.16006735700648,143.17362735397182,0.6253789820475504,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.81161204900127,None,space,13.562354332068935,144.81161204900127,None,,,,,,,,,,,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,,nonstr3.png,nonst,rectangle,,,,,,,,,0,0,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.4317620069487,159.43399135698564,159.41733007400762,161.42262509395368,161.42262509395368,None,right,1.9407483680406585,161.42262509395368,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,,nonstc4.png,nonst,circle,,,,,,,,,0,1,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.41135952901095,164.41393102693837,164.39753307402134,166.4026266320143,166.3858596070204,None,right,3.4342213899362832,166.3858596070204,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,,1nogo2.png,st,circle,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.8614325739909,170.86455105699133,170.84793580695987,172.85293965693563,172.85293965693563,None,left,2.933054502005689,172.85293965693563,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,,1go2.png,st,rectangle,,,,,,,,,0,3,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.8279428370297,176.83053423196543,176.81377905898262,178.81905238202307,178.81905238202307,None,right,1.6504782820120454,178.81905238202307,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,,nonstrv1.png,nonst,rectangle,,,,,,,,,0,4,4,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.50693364697509,181.50964109192137,181.4928895769408,183.49842306692153,183.4815151769435,None,right,2.580628537107259,183.4815151769435,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,,nonstc1.png,nonst,circle,,,,,,,,,0,5,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.1051538339816,187.1077431269223,187.0912248470122,189.09652935701888,189.09652935701888,None,left,0.2942594150081277,189.09652935701888,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,,nonstr.png,nonst,rectangle,,,,,,,,,0,6,6,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.43075729894917,190.43343568197452,190.41691599902697,192.4223252069205,192.4223252069205,None,left,1.0552230320172384,192.4223252069205,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,,1nogo1.png,st,circle,,,,,,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.52504082699306,194.52783853397705,194.5111071569845,196.51628668198828,196.4996263870271,None,left,0.35340737795922905,196.4996263870271,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,,1go4.png,st,rectangle,,,,,,,,,0,8,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.9007994789863,197.90336384694092,197.87020305695478,199.87525741697755,199.87525741697755,None,left,0.39571810502093285,199.87525741697755,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,,nonstcv3.png,nonst,circle,,,,,,,,,0,9,9,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.3098221239634,201.31255977693945,201.29579635197297,203.30122979695443,203.28443487698678,None,left,0.3382474599638954,203.28443487698678,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,,nonstcv4.png,nonst,circle,,,,,,,,,0,10,10,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.6689037019387,204.6715459920233,204.6548150369199,206.6602780239191,206.6602780239191,None,left,0.3113150929566473,206.6602780239191,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,,1nogo3.png,st,circle,,,,,,,,,0,11,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.01107206894085,208.01387046894524,207.99705400702078,210.00261794193648,210.00261794193648,None,left,0.48074128199368715,210.00261794193648,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,,nonstcv.png,nonst,circle,,,,,,,,,0,12,12,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.52052819402888,211.5231700920267,211.50647969695274,213.51175428694114,213.51175428694114,None,right,0.5772385600721464,213.51175428694114,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,,nonstc2.png,nonst,circle,,,,,,,,,0,13,13,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.13012103398796,215.13277310691774,215.11626915400848,217.1214822640177,217.1214822640177,None,left,0.41401185491122305,217.1214822640177,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,,1nogov4.png,st,circle,,,,,,,,,0,14,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.57280099694617,218.57540175202303,218.55865319701843,220.5638975140173,220.5638975140173,None,right,0.5063920100219548,220.5638975140173,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,,1nogov.png,st,circle,,,,,,,,,0,15,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.11549615697004,222.11821596696973,222.10140151402447,224.1067900819471,224.09007063694298,None,left,0.8318494119448587,224.09007063694298,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,,nonstc3.png,nonst,circle,,,,,,,,,0,16,16,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.9590058369795,225.9618103390094,225.94495868391823,227.95042213902343,227.95042213902343,None,left,1.0032909370493144,227.95042213902343,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,,1gov.png,st,rectangle,,,,,,,,,0,17,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.00335343694314,230.00581227894872,229.97255247400608,231.977964021964,231.977964021964,None,right,0.5080917220329866,231.977964021964,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,,nonstc.png,nonst,circle,,,,,,,,,0,18,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.5293699989561,233.5320123169804,233.5153769919416,235.52053206192795,235.52053206192795,None,right,0.5780048370361328,235.52053206192795,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,,1go1.png,st,rectangle,,,,,,,,,0,19,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.13901497703046,237.14152001193725,237.12492372398265,239.13034305197652,239.13034305197652,None,left,0.4968762178905308,239.13034305197652,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,,1nogo4.png,st,circle,,,,,,,,,0,20,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.6650616939878,240.66696750896517,240.65020582801662,242.6562999819871,242.63967747893184,None,left,0.5691648769425228,242.63967747893184,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,,nonstcv1.png,nonst,circle,,,,,,,,,0,21,21,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.2578238089336,244.2606397839263,244.22711269394495,246.2325424819719,246.2325424819719,None,right,0.4890016430290416,246.2325424819719,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,,nonstrv2.png,nonst,rectangle,,,,,,,,,0,22,22,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.76729594392236,247.7698283039499,247.73637563199736,249.74180950399023,249.74180950399023,None,right,1.2032710280036554,249.74180950399023,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,,1gov4.png,st,rectangle,,,,,,,,,0,23,23,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.99524991202634,251.99780722695868,251.96437844401225,253.96969566692133,253.96969566692133,None,right,0.7623393719550222,253.96969566692133,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,,1nogov1.png,st,circle,,,,,,,,,0,24,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.77205617702566,255.77469521702733,255.75794103194494,257.7632860089652,257.74672275199555,None,left,0.4888597319368273,257.74672275199555,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,,nonstrv.png,nonst,rectangle,,,,,,,,,0,25,25,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.2811929889722,259.2840595539892,259.26739992701914,261.27255904697813,261.27255904697813,None,left,0.5478789849439636,261.27255904697813,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,,nonstrv3.png,nonst,rectangle,,,,,,,,,0,26,26,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.85765490692575,262.8596620919416,262.8422475529369,264.84773976693396,264.84773976693396,None,left,0.9067058629589155,264.84773976693396,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,,1gov3.png,st,rectangle,,,,,,,,,0,27,27,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.8002742630197,266.80408148199786,266.78731419402175,268.79114934196696,268.79114934196696,None,left,0.661397389951162,268.79114934196696,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,,1gov2.png,st,rectangle,,,,,,,,,0,28,28,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.4945332589559,270.49713212403003,270.48035095701925,272.48594750696793,272.48594750696793,None,left,0.37801707501057535,272.48594750696793,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,,nonstr1.png,nonst,rectangle,,,,,,,,,0,29,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.90371357195545,273.90655680699274,273.8897515819408,275.89504685695283,275.87846743199043,None,left,0.44714912003837526,275.87846743199043,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,,1go3.png,st,rectangle,,,,,,,,,0,30,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.3629008419812,277.36519015894737,277.3487082319334,279.35410535894334,279.35410535894334,None,left,0.43028253002557904,279.35410535894334,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,,nonstcv2.png,nonst,circle,,,,,,,,,0,31,31,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.822122806916,280.8248192089377,280.80803615693003,282.81351167394314,282.81351167394314,None,right,0.40169294201768935,282.81351167394314,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,,1go.png,st,rectangle,,,,,,,,,0,32,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.26487194700167,284.26748109899927,284.2339384239167,286.2394888019189,286.2394888019189,None,left,0.534960709977895,286.2394888019189,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,,1nogo.png,st,circle,,,,,,,,,0,33,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.8241661769571,287.82703814900015,287.8101981469663,289.8155405189609,289.7989572889637,None,left,0.7292432050453499,289.7989572889637,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
nonsalient,,nonstr4.png,nonst,rectangle,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.56782288395334,291.57052984193433,291.5536297840299,293.5589971370064,293.54242677392904,None,left,1.0551760380622,293.54242677392904,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
salient,,1nogov2.png,st,circle,,,,,,,,,0,35,35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.64524286892265,295.647837653989,295.6311344669666,297.63578922697343,297.6194785069674,None,right,0.5727134579792619,297.6194785069674,None,3,001,2021_Dec_01_1418,psychophysics_project,2021.2.3,59.72779165271278,
